process_030	suggests_technique	attack_T1059_command_and_scripting
process_031	has_provenance	rule_family_to_attack_technique
process_031	suggests_technique	attack_T1021_remote_services
process_032	has_provenance	rule_family_to_attack_technique
process_032	suggests_technique	attack_T1105_ingress_tool_transfer
process_033	has_provenance	rule_family_to_attack_technique
process_033	suggests_technique	attack_T1003_os_credential_dumping
process_035	has_provenance	rule_family_to_attack_technique
process_035	suggests_technique	attack_T1059_command_and_scripting
process_036	has_provenance	rule_family_to_attack_technique
process_036	suggests_technique	attack_T1021_remote_services
process_037	has_provenance	rule_family_to_attack_technique
process_037	suggests_technique	attack_T1105_ingress_tool_transfer
process_038	has_provenance	rule_family_to_attack_technique
process_038	suggests_technique	attack_T1003_os_credential_dumping
process_040	has_provenance	rule_family_to_attack_technique
process_040	suggests_technique	attack_T1059_command_and_scripting
process_041	has_provenance	rule_family_to_attack_technique
process_041	suggests_technique	attack_T1021_remote_services
process_042	has_provenance	rule_family_to_attack_technique
process_042	suggests_technique	attack_T1105_ingress_tool_transfer
process_043	has_provenance	rule_family_to_attack_technique
process_043	suggests_technique	attack_T1003_os_credential_dumping
process_045	has_provenance	rule_family_to_attack_technique
process_045	suggests_technique	attack_T1059_command_and_scripting
process_046	has_provenance	rule_family_to_attack_technique
process_046	suggests_technique	attack_T1021_remote_services
process_047	has_provenance	rule_family_to_attack_technique
process_047	suggests_technique	attack_T1105_ingress_tool_transfer
process_048	has_provenance	rule_family_to_attack_technique
process_048	suggests_technique	attack_T1003_os_credential_dumping
process_050	has_provenance	rule_family_to_attack_technique
process_050	suggests_technique	attack_T1059_command_and_scripting
process_051	has_provenance	rule_family_to_attack_technique
process_051	suggests_technique	attack_T1021_remote_services
process_052	has_provenance	rule_family_to_attack_technique
process_052	suggests_technique	attack_T1105_ingress_tool_transfer
process_053	has_provenance	rule_family_to_attack_technique
process_053	suggests_technique	attack_T1003_os_credential_dumping
process_055	has_provenance	rule_family_to_attack_technique
process_055	suggests_technique	attack_T1059_command_and_scripting
process_056	has_provenance	rule_family_to_attack_technique
process_056	suggests_technique	attack_T1021_remote_services
process_057	has_provenance	rule_family_to_attack_technique
process_057	suggests_technique	attack_T1105_ingress_tool_transfer
process_058	has_provenance	rule_family_to_attack_technique
process_058	suggests_technique	attack_T1003_os_credential_dumping
process_060	has_provenance	rule_family_to_attack_technique
process_060	suggests_technique	attack_T1059_command_and_scripting
process_061	has_provenance	rule_family_to_attack_technique
process_061	suggests_technique	attack_T1021_remote_services
process_062	has_provenance	rule_family_to_attack_technique
process_062	suggests_technique	attack_T1105_ingress_tool_transfer
process_063	has_provenance	rule_family_to_attack_technique
process_063	suggests_technique	attack_T1003_os_credential_dumping
process_065	has_provenance	rule_family_to_attack_technique
process_065	suggests_technique	attack_T1059_command_and_scripting
process_066	has_provenance	rule_family_to_attack_technique
process_066	suggests_technique	attack_T1021_remote_services
process_067	has_provenance	rule_family_to_attack_technique
process_067	suggests_technique	attack_T1105_ingress_tool_transfer
process_068	has_provenance	rule_family_to_attack_technique
process_068	suggests_technique	attack_T1003_os_credential_dumping
process_070	has_provenance	rule_family_to_attack_technique
process_070	suggests_technique	attack_T1059_command_and_scripting
process_071	has_provenance	rule_family_to_attack_technique
process_071	suggests_technique	attack_T1021_remote_services
process_072	has_provenance	rule_family_to_attack_technique
process_072	suggests_technique	attack_T1105_ingress_tool_transfer
process_073	has_provenance	rule_family_to_attack_technique
process_073	suggests_technique	attack_T1003_os_credential_dumping
process_075	has_provenance	rule_family_to_attack_technique
process_075	suggests_technique	attack_T1059_command_and_scripting
process_076	has_provenance	rule_family_to_attack_technique
process_076	suggests_technique	attack_T1021_remote_services
process_077	has_provenance	rule_family_to_attack_technique
process_077	suggests_technique	attack_T1105_ingress_tool_transfer
process_078	has_provenance	rule_family_to_attack_technique
process_078	suggests_technique	attack_T1003_os_credential_dumping
process_080	has_provenance	rule_family_to_attack_technique
process_080	suggests_technique	attack_T1059_command_and_scripting
process_081	has_provenance	rule_family_to_attack_technique
process_081	suggests_technique	attack_T1021_remote_services
process_082	has_provenance	rule_family_to_attack_technique
process_082	suggests_technique	attack_T1105_ingress_tool_transfer
process_083	has_provenance	rule_family_to_attack_technique
process_083	suggests_technique	attack_T1003_os_credential_dumping
process_085	has_provenance	rule_family_to_attack_technique
process_085	suggests_technique	attack_T1059_command_and_scripting
process_086	has_provenance	rule_family_to_attack_technique
process_086	suggests_technique	attack_T1021_remote_services
process_087	has_provenance	rule_family_to_attack_technique
process_087	suggests_technique	attack_T1105_ingress_tool_transfer
process_088	has_provenance	rule_family_to_attack_technique
process_088	suggests_technique	attack_T1003_os_credential_dumping
process_090	has_provenance	rule_family_to_attack_technique
process_090	suggests_technique	attack_T1059_command_and_scripting
process_091	has_provenance	rule_family_to_attack_technique
process_091	suggests_technique	attack_T1021_remote_services
process_092	has_provenance	rule_family_to_attack_technique
process_092	suggests_technique	attack_T1105_ingress_tool_transfer
process_093	has_provenance	rule_family_to_attack_technique
process_093	suggests_technique	attack_T1003_os_credential_dumping
process_095	has_provenance	rule_family_to_attack_technique
process_095	suggests_technique	attack_T1059_command_and_scripting
process_096	has_provenance	rule_family_to_attack_technique
process_096	suggests_technique	attack_T1021_remote_services
process_097	has_provenance	rule_family_to_attack_technique
process_097	suggests_technique	attack_T1105_ingress_tool_transfer
process_098	has_provenance	rule_family_to_attack_technique
process_098	suggests_technique	attack_T1003_os_credential_dumping
process_100	has_provenance	rule_family_to_attack_technique
process_100	suggests_technique	attack_T1059_command_and_scripting
process_101	has_provenance	rule_family_to_attack_technique
process_101	suggests_technique	attack_T1021_remote_services
process_102	has_provenance	rule_family_to_attack_technique
process_102	suggests_technique	attack_T1105_ingress_tool_transfer
process_103	has_provenance	rule_family_to_attack_technique
process_103	suggests_technique	attack_T1003_os_credential_dumping
process_105	has_provenance	rule_family_to_attack_technique
process_105	suggests_technique	attack_T1059_command_and_scripting
process_106	has_provenance	rule_family_to_attack_technique
process_106	suggests_technique	attack_T1021_remote_services
process_107	has_provenance	rule_family_to_attack_technique
process_107	suggests_technique	attack_T1105_ingress_tool_transfer
process_108	has_provenance	rule_family_to_attack_technique
process_108	suggests_technique	attack_T1003_os_credential_dumping
process_110	has_provenance	rule_family_to_attack_technique
process_110	suggests_technique	attack_T1059_command_and_scripting
process_111	has_provenance	rule_family_to_attack_technique
process_111	suggests_technique	attack_T1021_remote_services
process_112	has_provenance	rule_family_to_attack_technique
process_112	suggests_technique	attack_T1105_ingress_tool_transfer
process_113	has_provenance	rule_family_to_attack_technique
process_113	suggests_technique	attack_T1003_os_credential_dumping
process_115	has_provenance	rule_family_to_attack_technique
process_115	suggests_technique	attack_T1059_command_and_scripting
process_116	has_provenance	rule_family_to_attack_technique
process_116	suggests_technique	attack_T1021_remote_services
process_117	has_provenance	rule_family_to_attack_technique
process_117	suggests_technique	attack_T1105_ingress_tool_transfer
process_118	has_provenance	rule_family_to_attack_technique
process_118	suggests_technique	attack_T1003_os_credential_dumping
process_120	has_provenance	rule_family_to_attack_technique
process_120	suggests_technique	attack_T1059_command_and_scripting
process_121	has_provenance	rule_family_to_attack_technique
process_121	suggests_technique	attack_T1021_remote_services
process_122	has_provenance	rule_family_to_attack_technique
process_122	suggests_technique	attack_T1105_ingress_tool_transfer
process_123	has_provenance	rule_family_to_attack_technique
process_123	suggests_technique	attack_T1003_os_credential_dumping
process_125	has_provenance	rule_family_to_attack_technique
process_125	suggests_technique	attack_T1059_command_and_scripting
process_126	has_provenance	rule_family_to_attack_technique
process_126	suggests_technique	attack_T1021_remote_services
process_127	has_provenance	rule_family_to_attack_technique
process_127	suggests_technique	attack_T1105_ingress_tool_transfer
process_128	has_provenance	rule_family_to_attack_technique
process_128	suggests_technique	attack_T1003_os_credential_dumping
process_130	has_provenance	rule_family_to_attack_technique
process_130	suggests_technique	attack_T1059_command_and_scripting
process_131	has_provenance	rule_family_to_attack_technique
process_131	suggests_technique	attack_T1021_remote_services
process_132	has_provenance	rule_family_to_attack_technique
process_132	suggests_technique	attack_T1105_ingress_tool_transfer
process_133	has_provenance	rule_family_to_attack_technique
process_133	suggests_technique	attack_T1003_os_credential_dumping
process_135	has_provenance	rule_family_to_attack_technique
process_135	suggests_technique	attack_T1059_command_and_scripting
process_136	has_provenance	rule_family_to_attack_technique
process_136	suggests_technique	attack_T1021_remote_services
process_137	has_provenance	rule_family_to_attack_technique
process_137	suggests_technique	attack_T1105_ingress_tool_transfer
process_138	has_provenance	rule_family_to_attack_technique
process_138	suggests_technique	attack_T1003_os_credential_dumping
process_140	has_provenance	rule_family_to_attack_technique
process_140	suggests_technique	attack_T1059_command_and_scripting
process_141	has_provenance	rule_family_to_attack_technique
process_141	suggests_technique	attack_T1021_remote_services
process_142	has_provenance	rule_family_to_attack_technique
process_142	suggests_technique	attack_T1105_ingress_tool_transfer
process_143	has_provenance	rule_family_to_attack_technique
process_143	suggests_technique	attack_T1003_os_credential_dumping
process_145	has_provenance	rule_family_to_attack_technique
process_145	suggests_technique	attack_T1059_command_and_scripting
process_146	has_provenance	rule_family_to_attack_technique
process_146	suggests_technique	attack_T1021_remote_services
process_147	has_provenance	rule_family_to_attack_technique
process_147	suggests_technique	attack_T1105_ingress_tool_transfer
process_148	has_provenance	rule_family_to_attack_technique
process_148	suggests_technique	attack_T1003_os_credential_dumping
process_150	has_provenance	rule_family_to_attack_technique
process_150	suggests_technique	attack_T1059_command_and_scripting
process_151	has_provenance	rule_family_to_attack_technique
process_151	suggests_technique	attack_T1021_remote_services
process_152	has_provenance	rule_family_to_attack_technique
process_152	suggests_technique	attack_T1105_ingress_tool_transfer
process_153	has_provenance	rule_family_to_attack_technique
process_153	suggests_technique	attack_T1003_os_credential_dumping
process_155	has_provenance	rule_family_to_attack_technique
process_155	suggests_technique	attack_T1059_command_and_scripting
process_156	has_provenance	rule_family_to_attack_technique
process_156	suggests_technique	attack_T1021_remote_services
process_157	has_provenance	rule_family_to_attack_technique
process_157	suggests_technique	attack_T1105_ingress_tool_transfer
process_158	has_provenance	rule_family_to_attack_technique
process_158	suggests_technique	attack_T1003_os_credential_dumping
process_160	has_provenance	rule_family_to_attack_technique
process_160	suggests_technique	attack_T1059_command_and_scripting
process_161	has_provenance	rule_family_to_attack_technique
process_161	suggests_technique	attack_T1021_remote_services
process_162	has_provenance	rule_family_to_attack_technique
process_162	suggests_technique	attack_T1105_ingress_tool_transfer
process_163	has_provenance	rule_family_to_attack_technique
process_163	suggests_technique	attack_T1003_os_credential_dumping
process_165	has_provenance	rule_family_to_attack_technique
process_165	suggests_technique	attack_T1059_command_and_scripting
process_166	has_provenance	rule_family_to_attack_technique
process_166	suggests_technique	attack_T1021_remote_services
process_167	has_provenance	rule_family_to_attack_technique
process_167	suggests_technique	attack_T1105_ingress_tool_transfer
process_168	has_provenance	rule_family_to_attack_technique
process_168	suggests_technique	attack_T1003_os_credential_dumping
process_170	has_provenance	rule_family_to_attack_technique
process_170	suggests_technique	attack_T1059_command_and_scripting
process_171	has_provenance	rule_family_to_attack_technique
process_171	suggests_technique	attack_T1021_remote_services
process_172	has_provenance	rule_family_to_attack_technique
process_172	suggests_technique	attack_T1105_ingress_tool_transfer
process_173	has_provenance	rule_family_to_attack_technique
process_173	suggests_technique	attack_T1003_os_credential_dumping
process_175	has_provenance	rule_family_to_attack_technique
process_175	suggests_technique	attack_T1059_command_and_scripting
process_176	has_provenance	rule_family_to_attack_technique
process_176	suggests_technique	attack_T1021_remote_services
process_177	has_provenance	rule_family_to_attack_technique
process_177	suggests_technique	attack_T1105_ingress_tool_transfer
process_178	has_provenance	rule_family_to_attack_technique
process_178	suggests_technique	attack_T1003_os_credential_dumping
