process_020	executed_by	user_02
process_020	has_family	family_powershell
process_020	has_provenance	rule_family_to_attack_technique
process_020	suggests_technique	attack_T1059_command_and_scripting
process_021	accesses	file_rdp_client_06
process_021	connects_to	server_02
process_021	executed_by	user_03
process_021	has_family	family_remote_desktop
process_021	has_provenance	rule_family_to_attack_technique
process_021	suggests_technique	attack_T1021_remote_services
process_022	accesses	file_payload_07
process_022	connects_to	server_07
process_022	executed_by	user_04
process_022	has_family	family_downloader
process_022	has_provenance	rule_family_to_attack_technique
process_022	suggests_technique	attack_T1105_ingress_tool_transfer
process_023	accesses	file_sensitive_credential_store_08
process_023	connects_to	workstation_11
process_023	executed_by	user_05
process_023	has_family	family_credential_dump
process_023	has_provenance	rule_family_to_attack_technique
process_023	suggests_technique	attack_T1003_os_credential_dumping
process_024	accesses	file_spreadsheet_09
process_024	connects_to	workstation_00
process_024	executed_by	user_06
process_024	has_family	family_benign_office
process_025	accesses	file_script_10
process_025	connects_to	workstation_01
process_025	executed_by	user_07
process_025	has_family	family_powershell
process_025	has_provenance	rule_family_to_attack_technique
process_025	suggests_technique	attack_T1059_command_and_scripting
process_026	accesses	file_rdp_client_11
process_026	connects_to	server_03
process_026	executed_by	user_08
process_026	has_family	family_remote_desktop
process_026	has_provenance	rule_family_to_attack_technique
process_026	suggests_technique	attack_T1021_remote_services
process_027	accesses	file_payload_12
process_027	connects_to	server_00
process_027	executed_by	user_09
process_027	has_family	family_downloader
process_027	has_provenance	rule_family_to_attack_technique
process_027	suggests_technique	attack_T1105_ingress_tool_transfer
process_028	accesses	file_sensitive_credential_store_13
process_028	connects_to	workstation_04
process_028	executed_by	user_10
process_028	has_family	family_credential_dump
process_028	has_provenance	rule_family_to_attack_technique
process_028	suggests_technique	attack_T1003_os_credential_dumping
process_029	accesses	file_spreadsheet_14
process_029	connects_to	workstation_05
process_029	executed_by	user_11
process_029	has_family	family_benign_office
process_030	accesses	file_script_00
process_030	connects_to	workstation_06
process_030	executed_by	user_12
process_030	has_family	family_powershell
process_030	has_provenance	rule_family_to_attack_technique
process_030	suggests_technique	attack_T1059_command_and_scripting
process_031	accesses	file_rdp_client_01
process_031	connects_to	server_04
process_031	executed_by	user_13
process_031	has_family	family_remote_desktop
process_031	has_provenance	rule_family_to_attack_technique
process_031	suggests_technique	attack_T1021_remote_services
process_032	accesses	file_payload_02
process_032	connects_to	server_01
process_032	executed_by	user_14
process_032	has_family	family_downloader
process_032	has_provenance	rule_family_to_attack_technique
process_032	suggests_technique	attack_T1105_ingress_tool_transfer
process_033	accesses	file_sensitive_credential_store_03
process_033	connects_to	workstation_09
process_033	executed_by	user_15
process_033	has_family	family_credential_dump
process_033	has_provenance	rule_family_to_attack_technique
process_033	suggests_technique	attack_T1003_os_credential_dumping
process_034	accesses	file_spreadsheet_04
process_034	connects_to	workstation_10
process_034	executed_by	user_16
process_034	has_family	family_benign_office
process_035	accesses	file_script_05
process_035	connects_to	workstation_11
process_035	executed_by	user_17
process_035	has_family	family_powershell
process_035	has_provenance	rule_family_to_attack_technique
process_035	suggests_technique	attack_T1059_command_and_scripting
process_036	accesses	file_rdp_client_06
process_036	connects_to	server_05
process_036	executed_by	user_00
process_036	has_family	family_remote_desktop
process_036	has_provenance	rule_family_to_attack_technique
process_036	suggests_technique	attack_T1021_remote_services
process_037	accesses	file_payload_07
process_037	connects_to	server_02
process_037	executed_by	user_01
process_037	has_family	family_downloader
process_037	has_provenance	rule_family_to_attack_technique
process_037	suggests_technique	attack_T1105_ingress_tool_transfer
process_038	accesses	file_sensitive_credential_store_08
process_038	connects_to	workstation_02
process_038	executed_by	user_02
process_038	has_family	family_credential_dump
process_038	has_provenance	rule_family_to_attack_technique
process_038	suggests_technique	attack_T1003_os_credential_dumping
process_039	accesses	file_spreadsheet_09
process_039	connects_to	workstation_03
process_039	executed_by	user_03
process_039	has_family	family_benign_office
process_040	accesses	file_script_10
process_040	connects_to	workstation_04
process_040	executed_by	user_04
process_040	has_family	family_powershell
process_040	has_provenance	rule_family_to_attack_technique
process_040	suggests_technique	attack_T1059_command_and_scripting
process_041	accesses	file_rdp_client_11
process_041	connects_to	server_06
process_041	executed_by	user_05
process_041	has_family	family_remote_desktop
process_041	has_provenance	rule_family_to_attack_technique
process_041	suggests_technique	attack_T1021_remote_services
process_042	accesses	file_payload_12
process_042	connects_to	server_03
process_042	executed_by	user_06
process_042	has_family	family_downloader
process_042	has_provenance	rule_family_to_attack_technique
process_042	suggests_technique	attack_T1105_ingress_tool_transfer
process_043	accesses	file_sensitive_credential_store_13
process_043	connects_to	workstation_07
process_043	executed_by	user_07
process_043	has_family	family_credential_dump
process_043	has_provenance	rule_family_to_attack_technique
process_043	suggests_technique	attack_T1003_os_credential_dumping
process_044	accesses	file_spreadsheet_14
process_044	connects_to	workstation_08
process_044	executed_by	user_08
process_044	has_family	family_benign_office
process_045	accesses	file_script_00
process_045	connects_to	workstation_09
process_045	executed_by	user_09
process_045	has_family	family_powershell
process_045	has_provenance	rule_family_to_attack_technique
process_045	suggests_technique	attack_T1059_command_and_scripting
process_046	accesses	file_rdp_client_01
process_046	connects_to	server_07
process_046	executed_by	user_10
process_046	has_family	family_remote_desktop
process_046	has_provenance	rule_family_to_attack_technique
process_046	suggests_technique	attack_T1021_remote_services
process_047	accesses	file_payload_02
process_047	connects_to	server_04
process_047	executed_by	user_11
process_047	has_family	family_downloader
process_047	has_provenance	rule_family_to_attack_technique
process_047	suggests_technique	attack_T1105_ingress_tool_transfer
process_048	accesses	file_sensitive_credential_store_03
process_048	connects_to	workstation_00
process_048	executed_by	user_12
process_048	has_family	family_credential_dump
process_048	has_provenance	rule_family_to_attack_technique
process_048	suggests_technique	attack_T1003_os_credential_dumping
process_049	accesses	file_spreadsheet_04
process_049	connects_to	workstation_01
process_049	executed_by	user_13
process_049	has_family	family_benign_office
process_050	accesses	file_script_05
process_050	connects_to	workstation_02
process_050	executed_by	user_14
process_050	has_family	family_powershell
process_050	has_provenance	rule_family_to_attack_technique
process_050	suggests_technique	attack_T1059_command_and_scripting
process_051	accesses	file_rdp_client_06
process_051	connects_to	server_00
process_051	executed_by	user_15
process_051	has_family	family_remote_desktop
process_051	has_provenance	rule_family_to_attack_technique
process_051	suggests_technique	attack_T1021_remote_services
process_052	accesses	file_payload_07
process_052	connects_to	server_05
process_052	executed_by	user_16
process_052	has_family	family_downloader
process_052	has_provenance	rule_family_to_attack_technique
process_052	suggests_technique	attack_T1105_ingress_tool_transfer
process_053	accesses	file_sensitive_credential_store_08
process_053	connects_to	workstation_05
process_053	executed_by	user_17
process_053	has_family	family_credential_dump
process_053	has_provenance	rule_family_to_attack_technique
process_053	suggests_technique	attack_T1003_os_credential_dumping
process_054	accesses	file_spreadsheet_09
process_054	connects_to	workstation_06
process_054	executed_by	user_00
process_054	has_family	family_benign_office
process_055	accesses	file_script_10
process_055	connects_to	workstation_07
process_055	executed_by	user_01
process_055	has_family	family_powershell
process_055	has_provenance	rule_family_to_attack_technique
process_055	suggests_technique	attack_T1059_command_and_scripting
process_056	accesses	file_rdp_client_11
process_056	connects_to	server_01
process_056	executed_by	user_02
process_056	has_family	family_remote_desktop
process_056	has_provenance	rule_family_to_attack_technique
process_056	suggests_technique	attack_T1021_remote_services
process_057	accesses	file_payload_12
process_057	connects_to	server_06
process_057	executed_by	user_03
process_057	has_family	family_downloader
process_057	has_provenance	rule_family_to_attack_technique
process_057	suggests_technique	attack_T1105_ingress_tool_transfer
process_058	accesses	file_sensitive_credential_store_13
process_058	connects_to	workstation_10
process_058	executed_by	user_04
process_058	has_family	family_credential_dump
process_058	has_provenance	rule_family_to_attack_technique
process_058	suggests_technique	attack_T1003_os_credential_dumping
process_059	accesses	file_spreadsheet_14
process_059	connects_to	workstation_11
process_059	executed_by	user_05
process_059	has_family	family_benign_office
process_060	accesses	file_script_00
process_060	connects_to	workstation_00
process_060	executed_by	user_06
process_060	has_family	family_powershell
process_060	has_provenance	rule_family_to_attack_technique
process_060	suggests_technique	attack_T1059_command_and_scripting
process_061	accesses	file_rdp_client_01
process_061	connects_to	server_02
process_061	executed_by	user_07
process_061	has_family	family_remote_desktop
process_061	has_provenance	rule_family_to_attack_technique
process_061	suggests_technique	attack_T1021_remote_services
process_062	accesses	file_payload_02
process_062	connects_to	server_07
process_062	executed_by	user_08
process_062	has_family	family_downloader
process_062	has_provenance	rule_family_to_attack_technique
process_062	suggests_technique	attack_T1105_ingress_tool_transfer
process_063	accesses	file_sensitive_credential_store_03
process_063	connects_to	workstation_03
process_063	executed_by	user_09
process_063	has_family	family_credential_dump
process_063	has_provenance	rule_family_to_attack_technique
process_063	suggests_technique	attack_T1003_os_credential_dumping
process_064	accesses	file_spreadsheet_04
process_064	connects_to	workstation_04
process_064	executed_by	user_10
process_064	has_family	family_benign_office
process_065	accesses	file_script_05
process_065	connects_to	workstation_05
process_065	executed_by	user_11
process_065	has_family	family_powershell
process_065	has_provenance	rule_family_to_attack_technique
process_065	suggests_technique	attack_T1059_command_and_scripting
process_066	accesses	file_rdp_client_06
process_066	connects_to	server_03
process_066	executed_by	user_12
process_066	has_family	family_remote_desktop
process_066	has_provenance	rule_family_to_attack_technique
process_066	suggests_technique	attack_T1021_remote_services
process_067	accesses	file_payload_07
process_067	connects_to	server_00
process_067	executed_by	user_13
process_067	has_family	family_downloader
process_067	has_provenance	rule_family_to_attack_technique
process_067	suggests_technique	attack_T1105_ingress_tool_transfer
process_068	accesses	file_sensitive_credential_store_08
process_068	connects_to	workstation_08
process_068	executed_by	user_14
process_068	has_family	family_credential_dump
process_068	has_provenance	rule_family_to_attack_technique
process_068	suggests_technique	attack_T1003_os_credential_dumping
process_069	accesses	file_spreadsheet_09
process_069	connects_to	workstation_09
process_069	executed_by	user_15
process_069	has_family	family_benign_office
process_070	accesses	file_script_10
process_070	connects_to	workstation_10
process_070	executed_by	user_16
process_070	has_family	family_powershell
process_070	has_provenance	rule_family_to_attack_technique
process_070	suggests_technique	attack_T1059_command_and_scripting
process_071	accesses	file_rdp_client_11
process_071	connects_to	server_04
process_071	executed_by	user_17
process_071	has_family	family_remote_desktop
process_071	has_provenance	rule_family_to_attack_technique
process_071	suggests_technique	attack_T1021_remote_services
process_072	accesses	file_payload_12
process_072	connects_to	server_01
process_072	executed_by	user_00
process_072	has_family	family_downloader
process_072	has_provenance	rule_family_to_attack_technique
process_072	suggests_technique	attack_T1105_ingress_tool_transfer
process_073	accesses	file_sensitive_credential_store_13
process_073	connects_to	workstation_01
process_073	executed_by	user_01
process_073	has_family	family_credential_dump
process_073	has_provenance	rule_family_to_attack_technique
process_073	suggests_technique	attack_T1003_os_credential_dumping
process_074	accesses	file_spreadsheet_14
process_074	connects_to	workstation_02
process_074	executed_by	user_02
process_074	has_family	family_benign_office
process_075	accesses	file_script_00
process_075	connects_to	workstation_03
process_075	executed_by	user_03
process_075	has_family	family_powershell
process_075	has_provenance	rule_family_to_attack_technique
process_075	suggests_technique	attack_T1059_command_and_scripting
process_076	accesses	file_rdp_client_01
process_076	connects_to	server_05
process_076	executed_by	user_04
process_076	has_family	family_remote_desktop
process_076	has_provenance	rule_family_to_attack_technique
process_076	suggests_technique	attack_T1021_remote_services
process_077	accesses	file_payload_02
process_077	connects_to	server_02
process_077	executed_by	user_05
process_077	has_family	family_downloader
process_077	has_provenance	rule_family_to_attack_technique
process_077	suggests_technique	attack_T1105_ingress_tool_transfer
process_078	accesses	file_sensitive_credential_store_03
process_078	connects_to	workstation_06
process_078	executed_by	user_06
process_078	has_family	family_credential_dump
process_078	has_provenance	rule_family_to_attack_technique
process_078	suggests_technique	attack_T1003_os_credential_dumping
process_079	accesses	file_spreadsheet_04
process_079	connects_to	workstation_07
process_079	executed_by	user_07
process_079	has_family	family_benign_office
process_080	accesses	file_script_05
process_080	connects_to	workstation_08
process_080	executed_by	user_08
process_080	has_family	family_powershell
process_080	has_provenance	rule_family_to_attack_technique
process_080	suggests_technique	attack_T1059_command_and_scripting
process_081	accesses	file_rdp_client_06
process_081	connects_to	server_06
process_081	executed_by	user_09
process_081	has_family	family_remote_desktop
process_081	has_provenance	rule_family_to_attack_technique
process_081	suggests_technique	attack_T1021_remote_services
process_082	accesses	file_payload_07
process_082	connects_to	server_03
process_082	executed_by	user_10
process_082	has_family	family_downloader
process_082	has_provenance	rule_family_to_attack_technique
process_082	suggests_technique	attack_T1105_ingress_tool_transfer
process_083	accesses	file_sensitive_credential_store_08
process_083	connects_to	workstation_11
process_083	executed_by	user_11
process_083	has_family	family_credential_dump
process_083	has_provenance	rule_family_to_attack_technique
process_083	suggests_technique	attack_T1003_os_credential_dumping
process_084	accesses	file_spreadsheet_09
process_084	connects_to	workstation_00
process_084	executed_by	user_12
process_084	has_family	family_benign_office
process_085	accesses	file_script_10
process_085	connects_to	workstation_01
process_085	executed_by	user_13
process_085	has_family	family_powershell
process_085	has_provenance	rule_family_to_attack_technique
process_085	suggests_technique	attack_T1059_command_and_scripting
process_086	accesses	file_rdp_client_11
process_086	connects_to	server_07
process_086	executed_by	user_14
process_086	has_family	family_remote_desktop
process_086	has_provenance	rule_family_to_attack_technique
process_086	suggests_technique	attack_T1021_remote_services
process_087	accesses	file_payload_12
process_087	connects_to	server_04
process_087	executed_by	user_15
process_087	has_family	family_downloader
process_087	has_provenance	rule_family_to_attack_technique
process_087	suggests_technique	attack_T1105_ingress_tool_transfer
process_088	accesses	file_sensitive_credential_store_13
process_088	connects_to	workstation_04
process_088	executed_by	user_16
process_088	has_family	family_credential_dump
process_088	has_provenance	rule_family_to_attack_technique
process_088	suggests_technique	attack_T1003_os_credential_dumping
process_089	accesses	file_spreadsheet_14
process_089	connects_to	workstation_05
process_089	executed_by	user_17
process_089	has_family	family_benign_office
process_090	accesses	file_script_00
process_090	connects_to	workstation_06
process_090	executed_by	user_00
process_090	has_family	family_powershell
process_090	has_provenance	rule_family_to_attack_technique
process_090	suggests_technique	attack_T1059_command_and_scripting
process_091	accesses	file_rdp_client_01
process_091	connects_to	server_00
process_091	executed_by	user_01
process_091	has_family	family_remote_desktop
process_091	has_provenance	rule_family_to_attack_technique
process_091	suggests_technique	attack_T1021_remote_services
process_092	accesses	file_payload_02
process_092	connects_to	server_05
process_092	executed_by	user_02
process_092	has_family	family_downloader
process_092	has_provenance	rule_family_to_attack_technique
process_092	suggests_technique	attack_T1105_ingress_tool_transfer
process_093	accesses	file_sensitive_credential_store_03
process_093	connects_to	workstation_09
process_093	executed_by	user_03
process_093	has_family	family_credential_dump
process_093	has_provenance	rule_family_to_attack_technique
process_093	suggests_technique	attack_T1003_os_credential_dumping
process_094	accesses	file_spreadsheet_04
process_094	connects_to	workstation_10
process_094	executed_by	user_04
process_094	has_family	family_benign_office
process_095	accesses	file_script_05
process_095	connects_to	workstation_11
process_095	executed_by	user_05
process_095	has_family	family_powershell
process_095	has_provenance	rule_family_to_attack_technique
process_095	suggests_technique	attack_T1059_command_and_scripting
process_096	accesses	file_rdp_client_06
process_096	connects_to	server_01
process_096	executed_by	user_06
process_096	has_family	family_remote_desktop
process_096	has_provenance	rule_family_to_attack_technique
process_096	suggests_technique	attack_T1021_remote_services
process_097	accesses	file_payload_07
process_097	connects_to	server_06
process_097	executed_by	user_07
process_097	has_family	family_downloader
process_097	has_provenance	rule_family_to_attack_technique
process_097	suggests_technique	attack_T1105_ingress_tool_transfer
process_098	accesses	file_sensitive_credential_store_08
process_098	connects_to	workstation_02
process_098	executed_by	user_08
process_098	has_family	family_credential_dump
process_098	has_provenance	rule_family_to_attack_technique
process_098	suggests_technique	attack_T1003_os_credential_dumping
process_099	accesses	file_spreadsheet_09
process_099	connects_to	workstation_03
process_099	executed_by	user_09
process_099	has_family	family_benign_office
process_100	accesses	file_script_10
process_100	connects_to	workstation_04
process_100	executed_by	user_10
process_100	has_family	family_powershell
process_100	has_provenance	rule_family_to_attack_technique
process_100	suggests_technique	attack_T1059_command_and_scripting
process_101	accesses	file_rdp_client_11
process_101	connects_to	server_02
process_101	executed_by	user_11
process_101	has_family	family_remote_desktop
process_101	has_provenance	rule_family_to_attack_technique
process_101	suggests_technique	attack_T1021_remote_services
process_102	accesses	file_payload_12
process_102	connects_to	server_07
process_102	executed_by	user_12
process_102	has_family	family_downloader
process_102	has_provenance	rule_family_to_attack_technique
process_102	suggests_technique	attack_T1105_ingress_tool_transfer
process_103	accesses	file_sensitive_credential_store_13
process_103	connects_to	workstation_07
process_103	executed_by	user_13
process_103	has_family	family_credential_dump
process_103	has_provenance	rule_family_to_attack_technique
process_103	suggests_technique	attack_T1003_os_credential_dumping
process_104	accesses	file_spreadsheet_14
process_104	connects_to	workstation_08
process_104	executed_by	user_14
process_104	has_family	family_benign_office
process_105	accesses	file_script_00
process_105	connects_to	workstation_09
process_105	executed_by	user_15
process_105	has_family	family_powershell
process_105	has_provenance	rule_family_to_attack_technique
process_105	suggests_technique	attack_T1059_command_and_scripting
process_106	accesses	file_rdp_client_01
process_106	connects_to	server_03
process_106	executed_by	user_16
process_106	has_family	family_remote_desktop
process_106	has_provenance	rule_family_to_attack_technique
process_106	suggests_technique	attack_T1021_remote_services
process_107	accesses	file_payload_02
process_107	connects_to	server_00
process_107	executed_by	user_17
process_107	has_family	family_downloader
process_107	has_provenance	rule_family_to_attack_technique
process_107	suggests_technique	attack_T1105_ingress_tool_transfer
process_108	accesses	file_sensitive_credential_store_03
process_108	connects_to	workstation_00
process_108	executed_by	user_00
process_108	has_family	family_credential_dump
process_108	has_provenance	rule_family_to_attack_technique
process_108	suggests_technique	attack_T1003_os_credential_dumping
process_109	accesses	file_spreadsheet_04
process_109	connects_to	workstation_01
process_109	executed_by	user_01
process_109	has_family	family_benign_office
process_110	accesses	file_script_05
process_110	connects_to	workstation_02
process_110	executed_by	user_02
process_110	has_family	family_powershell
process_110	has_provenance	rule_family_to_attack_technique
process_110	suggests_technique	attack_T1059_command_and_scripting
process_111	accesses	file_rdp_client_06
process_111	connects_to	server_04
process_111	executed_by	user_03
process_111	has_family	family_remote_desktop
process_111	has_provenance	rule_family_to_attack_technique
process_111	suggests_technique	attack_T1021_remote_services
process_112	accesses	file_payload_07
process_112	connects_to	server_01
process_112	executed_by	user_04
process_112	has_family	family_downloader
process_112	has_provenance	rule_family_to_attack_technique
process_112	suggests_technique	attack_T1105_ingress_tool_transfer
process_113	accesses	file_sensitive_credential_store_08
process_113	connects_to	workstation_05
process_113	executed_by	user_05
process_113	has_family	family_credential_dump
process_113	has_provenance	rule_family_to_attack_technique
process_113	suggests_technique	attack_T1003_os_credential_dumping
process_114	accesses	file_spreadsheet_09
process_114	connects_to	workstation_06
process_114	executed_by	user_06
process_114	has_family	family_benign_office
process_115	accesses	file_script_10
process_115	connects_to	workstation_07
process_115	executed_by	user_07
process_115	has_family	family_powershell
process_115	has_provenance	rule_family_to_attack_technique
process_115	suggests_technique	attack_T1059_command_and_scripting
process_116	accesses	file_rdp_client_11
process_116	connects_to	server_05
process_116	executed_by	user_08
process_116	has_family	family_remote_desktop
process_116	has_provenance	rule_family_to_attack_technique
process_116	suggests_technique	attack_T1021_remote_services
process_117	accesses	file_payload_12
process_117	connects_to	server_02
process_117	executed_by	user_09
process_117	has_family	family_downloader
process_117	has_provenance	rule_family_to_attack_technique
process_117	suggests_technique	attack_T1105_ingress_tool_transfer
process_118	accesses	file_sensitive_credential_store_13
process_118	connects_to	workstation_10
process_118	executed_by	user_10
process_118	has_family	family_credential_dump
process_118	has_provenance	rule_family_to_attack_technique
process_118	suggests_technique	attack_T1003_os_credential_dumping
process_119	accesses	file_spreadsheet_14
process_119	connects_to	workstation_11
process_119	executed_by	user_11
process_119	has_family	family_benign_office
process_120	accesses	file_script_00
process_120	connects_to	workstation_00
process_120	executed_by	user_12
process_120	has_family	family_powershell
process_120	has_provenance	rule_family_to_attack_technique
process_120	suggests_technique	attack_T1059_command_and_scripting
process_121	accesses	file_rdp_client_01
process_121	connects_to	server_06
process_121	executed_by	user_13
process_121	has_family	family_remote_desktop
process_121	has_provenance	rule_family_to_attack_technique
process_121	suggests_technique	attack_T1021_remote_services
process_122	accesses	file_payload_02
process_122	connects_to	server_03
process_122	executed_by	user_14
process_122	has_family	family_downloader
process_122	has_provenance	rule_family_to_attack_technique
process_122	suggests_technique	attack_T1105_ingress_tool_transfer
process_123	accesses	file_sensitive_credential_store_03
process_123	connects_to	workstation_03
process_123	executed_by	user_15
process_123	has_family	family_credential_dump
process_123	has_provenance	rule_family_to_attack_technique
process_123	suggests_technique	attack_T1003_os_credential_dumping
process_124	accesses	file_spreadsheet_04
process_124	connects_to	workstation_04
process_124	executed_by	user_16
process_124	has_family	family_benign_office
process_125	accesses	file_script_05
process_125	connects_to	workstation_05
process_125	executed_by	user_17
process_125	has_family	family_powershell
process_125	has_provenance	rule_family_to_attack_technique
process_125	suggests_technique	attack_T1059_command_and_scripting
process_126	accesses	file_rdp_client_06
process_126	connects_to	server_07
process_126	executed_by	user_00
process_126	has_family	family_remote_desktop
process_126	has_provenance	rule_family_to_attack_technique
process_126	suggests_technique	attack_T1021_remote_services
process_127	accesses	file_payload_07
process_127	connects_to	server_04
process_127	executed_by	user_01
process_127	has_family	family_downloader
process_127	has_provenance	rule_family_to_attack_technique
process_127	suggests_technique	attack_T1105_ingress_tool_transfer
process_128	accesses	file_sensitive_credential_store_08
process_128	connects_to	workstation_08
process_128	executed_by	user_02
process_128	has_family	family_credential_dump
process_128	has_provenance	rule_family_to_attack_technique
process_128	suggests_technique	attack_T1003_os_credential_dumping
process_129	accesses	file_spreadsheet_09
process_129	connects_to	workstation_09
process_129	executed_by	user_03
process_129	has_family	family_benign_office
process_130	accesses	file_script_10
process_130	connects_to	workstation_10
process_130	executed_by	user_04
process_130	has_family	family_powershell
process_130	has_provenance	rule_family_to_attack_technique
process_130	suggests_technique	attack_T1059_command_and_scripting
process_131	accesses	file_rdp_client_11
process_131	connects_to	server_00
process_131	executed_by	user_05
process_131	has_family	family_remote_desktop
process_131	has_provenance	rule_family_to_attack_technique
process_131	suggests_technique	attack_T1021_remote_services
process_132	accesses	file_payload_12
process_132	connects_to	server_05
process_132	executed_by	user_06
process_132	has_family	family_downloader
process_132	has_provenance	rule_family_to_attack_technique
process_132	suggests_technique	attack_T1105_ingress_tool_transfer
process_133	accesses	file_sensitive_credential_store_13
process_133	connects_to	workstation_01
process_133	executed_by	user_07
process_133	has_family	family_credential_dump
process_133	has_provenance	rule_family_to_attack_technique
process_133	suggests_technique	attack_T1003_os_credential_dumping
process_134	accesses	file_spreadsheet_14
process_134	connects_to	workstation_02
process_134	executed_by	user_08
process_134	has_family	family_benign_office
process_135	accesses	file_script_00
process_135	connects_to	workstation_03
process_135	executed_by	user_09
process_135	has_family	family_powershell
process_135	has_provenance	rule_family_to_attack_technique
process_135	suggests_technique	attack_T1059_command_and_scripting
process_136	accesses	file_rdp_client_01
process_136	connects_to	server_01
process_136	executed_by	user_10
process_136	has_family	family_remote_desktop
process_136	has_provenance	rule_family_to_attack_technique
process_136	suggests_technique	attack_T1021_remote_services
process_137	accesses	file_payload_02
process_137	connects_to	server_06
process_137	executed_by	user_11
process_137	has_family	family_downloader
process_137	has_provenance	rule_family_to_attack_technique
process_137	suggests_technique	attack_T1105_ingress_tool_transfer
process_138	accesses	file_sensitive_credential_store_03
process_138	connects_to	workstation_06
process_138	executed_by	user_12
process_138	has_family	family_credential_dump
process_138	has_provenance	rule_family_to_attack_technique
process_138	suggests_technique	attack_T1003_os_credential_dumping
process_139	accesses	file_spreadsheet_04
process_139	connects_to	workstation_07
process_139	executed_by	user_13
process_139	has_family	family_benign_office
process_140	accesses	file_script_05
process_140	connects_to	workstation_08
process_140	executed_by	user_14
process_140	has_family	family_powershell
process_140	has_provenance	rule_family_to_attack_technique
